道具id;道具名称;描述;稀有度
411311;龙爪;;蓝
411312;金刚拳套;;蓝
411313;通臂拳套;;蓝
411314;佛光普照拳套;;蓝
411315;灼雨拳套;;蓝
411316;强身拳套;;蓝
411317;破拳套;手指关节部位磨损得很厉害，勉强还有一些防护的作用，但被细心保存的很好。;蓝
411318;缠丝爪;拳套的关节处添加有额外的铜片和尖爪。是的，它就是由普通铜线手套改装成的。简单、粗暴、有效。;蓝
411319;薅草手套;它本来不叫这个名字，但经常被了俗戴着除草，非常好用，从来都没有破损过。久而久之，也就顺口改了。;蓝
411320;铁指虎;一次惩恶收获的战利品，形状略有奇怪，但意外的非常好用。请铁匠锻改大小后变得贴合手掌，以暴制暴。;蓝
6001802;《内功精通-无双》天书;;暗金
6001801;《内功精通-珍稀》天书;;金
6001800;《内功精通-极品》天书;;橙
6001799;《内功精通-优秀》天书;;紫
6001798;《内功精通-新手》天书;;白
6001454;《磨刀霍霍》天书;;橙
6001449;《棍扫成片》天书;;金
6001448;《刀若轻鸿》天书;;金
6001447;《挥剑成河》天书;;金
6001446;《就棍打腿》天书;;紫
6001302;《千机百变》天书;;暗金
6001301;《劲骨丰肌》天书;;蓝
6001300;《大马金刀》天书;;蓝
6001299;《执锐披坚》天书;;金
6001298;《欲速反迟》天书;;金
6001297;《无常索命》天书;;紫
550601;《脚底抹油》秘籍;;橙
550602;《蚊子腿》秘籍;;橙
30411;米酒;米酒，又名甜酒，用糯米酿制，工艺简单，口味香甜醇美，且多饮也不易醉，因此深受人们的喜爱，已有千年以上的悠久历史。把酒话桑麻，米酒配上花生米，可谓是农家一乐也。;白
30412;梨花酒;十分常见的酒类，成品外观呈澄清透明的液体，完整的梨花悬浮于透明酒液中，其内在质量既保留了传统的白酒成分，又增添了梨花特有的香型，品尝时可谓赏心悦目。;白
30413;玉露酒;记载于《鲁府禁方》，用两个新盆酿造，将薄荷等药屑相间隔，著实盛于内，二盆合封固如法，不许透气，蒸五炷香，取出晒干，抖去群药，止用豆粉，复加白糖、柿霜、硼砂、冰片。;白
550606;《大理时局谱》秘籍;;橙
30415;酒葫芦;用来做酒壶的葫芦必须是要是天然长成的，完全成熟的酒葫芦，皮质厚实、紧凑、结实耐用，头一个结出的葫芦最佳。;绿
550608;《隔山打牛》秘籍;;金
550609;《奉旨乞讨》秘籍;;金
6000874;《破甲抗性》天书;;绿
6000865;《奇门精通-熟练》天书;;蓝
6000864;《医术精通-熟练》天书;;蓝
30421;汾酒;作为宫廷御酒受到北齐武成帝的极力推崇，被载入二十四史，原产于汾阳杏花村，因此民间常称之杏花村酒。唐代杜牧有诗云：借问酒家何处有，牧童遥指杏花村。;绿
30422;高粱酒;盐都以高粱酿造白酒，历来独步天下，久享盛名。南宋陆游滴居盐都时，就赞有诗曰：鹅黄名酿何由得，且醉杯中琥珀红。;绿
6000863;《暗器精通-熟练》天书;;蓝
6000862;《刀法精通-熟练》天书;;蓝
6000861;《剑法精通-熟练》天书;;蓝
6000860;《内功精通-初学》天书;;绿
6000800;《剑法精通-初学》天书;;绿
413603;屠牛刀;砍金断玉，锋利无比;金
413604;鸳鸯刀;双刀，鸳刀長，上刻仁者，鸯刀短，上刻无敌;金
413605;赤刀·狂;达到金色品质的赤刀，已无法通过淬炼进行升级;金
30431;关外白酒;骑最快的马，喝最烈的酒！关外白酒，酒气冽人，闻之已醉，深受江湖豪杰喜爱，当用大碗痛饮！;蓝
30432;葡萄酒;古时亦作蒲陶酒，酒色呈自然深宝石红，宛如鲜血，饮第一口酒，酒液经过喉头时，平顺醇厚，令人神清气爽。早在太史公的《史记·大宛列传》中就有记载：宛左右以蒲桃为酒，富人藏酒至万余石、久者数十年不败。;蓝
30433;百草美酒;取自神农百草之意，乃是一种药酒，清新醇香，闻之如履春郊，饮之沁人心脾。;蓝
413606;金丝大环刀;少林寺的宝刀;金
6000567;《铁面无私》天书;;金
6000566;《刀法精通-珍稀》天书;;金
6000565;《清正廉明》天书;;绿
414707;银索护腿;银色锁链缠绕成的护腿，又重又硬，没有很强的腿法与轻功，连走路都很困难了。;暗金
414708;八棱护腿;护腿外额外镶嵌了几条竖向的钢棱，大大增加了杀伤力。;暗金
6000562;《阶级森严》天书;;金
30441;状元红;绍兴名酒，相传每户绍兴人家诞下婴孩后，都会将一坛花雕酒埋在地底。如果生的是男婴，便盼望他长大后饱读诗书、上京赴考，到有朝一日高中状元回乡报喜，即可把老酒开瓶招呼亲朋。;紫
30442;犀角杯;一种盛酒容器，常用于饮用关外白酒，能增酒之香;紫
30443;封藏的女儿红;唐尧心封藏了十年女儿红，希望等到自己临死的那天打开，饮酒而亡。;紫
6000558;《平步青云》天书;;橙
75501;金丝手套图纸;使用：学会“金丝手套”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;橙
75502;金项链图纸;使用：学会“金项链”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;橙
75503;玄铁匕首图纸;使用：学会“玄铁匕首”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;橙
75504;《虾爆鳝面》菜谱;使用：学会“虾爆鳝面”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;橙
6000557;《含垢忍辱》天书;;蓝
6000556;《隐忍不发》天书;;金
30451;夜光杯;玉竹筒形杯，夜光杯为玉石所制的酒杯，通身透明，使得酒色如血，饮酒有如饮血。唐代诗人王翰著诗曰：葡萄美酒夜光杯，欲饮琵琶马上催。醉卧沙场君莫笑，古来征战几人回？;橙
75508;《三七汽锅鸡》菜谱;使用：学会“三七汽锅鸡”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;橙
6000555;《落井下石》天书;;金
75510;金丝鞋图纸;使用：学会“金丝鞋”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;橙
75511;金丝衣图纸;使用：学会“金丝衣”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;橙
75512;金棍图纸;使用：学会“金棍”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;橙
75513;金刀图纸;使用：学会“金刀”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;橙
75514;金剑图纸;使用：学会“金剑”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;橙
75515;闯王宝图图纸;使用：学会“闯王宝图”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;橙
75516;金护腿图纸;使用：学会“金护腿”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;橙
30461;金叵罗;金制酒器。铁如意,指挥倜傥,一座皆惊;金叵罗,颠倒淋漓,千杯未醉。;金
75518;金扇图纸;使用：学会“金扇”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;橙
75519;冷钢棍秘方;使用：学会“冷钢棍”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;暗金
75520;冷钢针匣秘方;使用：学会“冷钢针匣”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;暗金
75521;项链秘方;使用：学会“冷钢项链”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;暗金
75522;《绝情断骨丸》配方;使用：学会“绝情断骨丸”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;暗金
75523;《八宝紫金锭》配方;使用：学会“八宝紫金锭”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;暗金
75524;《天阴控心丹》配方;使用：学会“天阴控心丹”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;暗金
75525;《普斯曲蛇胆》配方;使用：学会“普斯曲蛇胆”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;暗金
75526;《三逆丹》配方;使用：学会“三逆丹”的做法。配方学会后永久解锁，在剧本中重复使用自动转换为铜币。;暗金
30471;杜康酒;中国历史名酒，因杜康始造而得名,有“贡酒”、“仙酒”之誉。魏武帝曹操赋诗：“慨当以慷，忧思难忘；何以解忧？惟有杜康。”;暗金
30472;御赐金碗;据说这是当今圣上赐予的金碗，用来喝酒也不错吧;暗金
411401;钟达的拳套;不是自己回合也能靠反击行动的拳套;紫
411402;银丝手套;;紫
411403;洪奇官的拳套;铁拳无敌洪奇官。;紫
411404;镔铁宝剑;向鸿飞的贴身宝剑，做工结实;紫
411405;六扇门弟子拳套;六扇门正式捕快的拳套，统一配备，结实耐用;紫
411406;盗圣手套;无惧烈火、奇毒;紫
9999;白面馒头优惠券;以优惠的价格购买白面馒头捆绑包;蓝
411408;赤练拳套;;紫
411409;伏虎拳套;;紫
411410;白虹拳套;;紫
411411;冰火拳套;;紫
411412;摧坚神爪;;紫
6000554;《矛盾之争》天书;;橙
6000553;《绝地求生》天书;;暗金
6000552;《铜币万能》天书;;橙
6000551;《抬棺奋战》天书;;橙
6000550;《附加破甲》天书;;白
6000549;《附加内伤》天书;;白
6000548;《附加减速》天书;;白
6000547;《附加残废》天书;;白
6000546;《附加中毒》天书;;白
6000545;《附加流血》天书;;白
6000544;《恢复生命值大法》天书;;紫
6000492;《忍耐》天书;;紫
1825;改名卡;拥有此卡可在个人界面免费修改一次平台账号名称;白
6000490;《明镜止水》天书;;紫
6000487;《金钱至上》天书;;金
417704;八宝扇;在镶了宝石的精美小扇子中藏了8把尖刃，着实是笑里藏针，柔中带刚。;暗金
417706;春秋羽扇;形似诸葛孔明羽毛扇一样的扇子，不知道这一任使用者有没有那么聪明。;暗金
440102;虎头帽;月牙村的李小虎最喜爱的帽子;白
440103;红绳;;白
440104;沾血腰带;在宇文庄遗落的腰带，沾满了灰，没什么作用;白
440105;比武大会奖牌;颁发给擂台挑战失败者的纪念奖牌，价格肯定比擂台挑战报名费低;白
440106;残破的邪剑侣之饰品;父母留下的饰品，不知道是怎么保存至今的。;白
6000452;《缓慢》天书;;橙
6000451;《灵指》天书;;紫
550701;《先斩后奏》秘籍;;橙
550702;《刚正刀》秘籍;;橙
30511;石块;挖矿的伴随产出，没什么用处。;白
30512;黄土;一抔黄土，比较常见的材料。;白
6000450;《断衫》天书;;橙
6000448;《渣男》天书;;蓝
420702;乌蚕衣;雪山有乌蚕，百年一吐丝。蚕丝织宝衣，刀枪亦难入。雪山派通过特殊手法编织的宝衣。;暗金
420703;大漠金鹿甲;皮革制作，金鹿图案装饰的盔甲，做工扎实;暗金
420711;冷钢盔甲;生产系统产出的基础暗金装备，属性较高，并无什么特殊能力。;暗金
420712;飘飘然羽衣;白色蝉翼纱做的布衣，好似仙女的衣服一般。;暗金
420713;金龟甲;厚重的金甲，能显著提高防御力。;暗金
420714;大漠苍狼甲;皮革制作，苍狼图案装饰的盔甲，英姿烈烈;暗金
30521;铁块;坚硬的金属材料，非常易得，通常用于生产绿色品质的铁质装备。;绿
433036;武当弟子鞋;武当初入弟子所配的鞋子，款式朴素，结实耐磨;蓝
416504;素手仁心针·伪;长生门镇派之宝。长生门祖师莫天师于万寿洞中，与延年益寿功一同发现。——不过似乎不太像正品？;橙
440311;铁八卦;凡云庄镇派之宝，为昔日学艺时师祖所授。暗合奇门八卦之妙，辅以练功则事半功倍，资质鲁钝之人无法参透。;橙
440312;惩恶行善令;雪山派镇派之宝。材质冷若寒冰，上书本门仇敌，门人必听其号令伐之。;橙
440315;菩提念珠;足一百零八颗的长念珠，每一颗菩提子上都有光润的包浆，了尘念经计数的标配。;蓝
440411;纹银匕首;纯银所制，纹饰精巧，看似纪念意义大于实用价值。闯王七宝之一，集齐可开启闯王宝藏。;橙
440416;避毒珠;有很好的抗毒作用;紫
440423;九龙杯;杨香武潜入大明门所盗的酒杯，可以助酒兴，增加活跃气氛，给人们以神秘莫测之感。;紫
440424;铁胆;夏侯商元平时在手上把玩的一对铁胆，危急之时可以当作暗器打出去。;紫
30531;铜块;坚硬的金属材料，比较常见，通常用于生产蓝色品质的铜质装备。;蓝
440701;璧蟾玉佩;青翠欲滴，如碧空在透玉中流动;暗金
444056;武当挂饰;武当正式弟子所配的挂饰，款式精致，用料扎实;紫
450301;黄金招财猫;萌萌地招手，能够给主人带来无比的财运。闯王七宝之一，集齐可开启闯王宝藏。;蓝
417502;铁手蒲扇;裘铁手心爱的蒲扇，无论酷暑寒冬，总是扇不离手;橙
417402;打穴铁骨扇;扇骨以精铁打招，扇面画着几朵牡丹。;紫
