天赋id;天赋名称;描述;稀有度
1153;君子鞋+5;受击时反击率+3%（可叠加7次）;暗金
1154;游氏双绝杖;《如影随形腿》威力百分比+10%;橙
1155;龙头铁棍;《毒龙棍法》威力百分比+10%;橙
1156;星魂剑+10;《玄铁巨剑法》连击率+10%;橙
1157;天龙舍利子;《烈阳禅指》攻击时，附基础伤害+10%;橙
1158;杭州府印;受到致命伤害能保留1点生命（一场战斗只能触发一次）;紫
1159;神州真龙玺+10;受到致命伤害能保留1点生命（一场战斗最多触发三次）;紫
1160;飞雪剑+5;极速1级：开局进度条前进到至5%（可叠加至7级）;紫
1161;长空剑;《三劫连环剑》威力百分比+10%;紫
1162;霹雷刀;《九霄惊雷刀法》攻击时，附基础伤害+10%;紫
1164;踏雪鞋+5;生命值低于50%时，速度值+100;紫
1165;三山拳套;《排云流火掌》威力百分比+10%;紫
1166;销魂腰带;白衣教武学威力百分比+10%，白衣教武学基础伤害+20%;紫
1167;踏雪鞋;速度值+50;紫
1168;珊瑚佛珠;受到剑法武学攻击基础伤害-5%;紫
1169;红琥珀;受到刀法武学攻击基础伤害-5%;紫
1170;砗磲贝;受到拳掌武学攻击基础伤害-5%;紫
1171;玛瑙宝瓶;受到奇门武学攻击基础伤害-5%;紫
1172;琉璃宝伞;受到腿法武学攻击基础伤害-5%;紫
1173;赤刀·化;撕裂伤口Lv1，所有武学对流血目标基础伤害+3%（最高叠加到5级）;暗金
1175;赤刀·真;撕裂伤口Lv1，所有武学对流血目标基础伤害+3%（最高叠加到5级）;暗金
1176;赤刀·狂;撕裂伤口Lv1，所有武学对流血目标基础伤害+3%（最高叠加到5级）;暗金
1177;风氏酒葫芦;提高你对剑法5%的破招率;金
1178;普度众生1级;所有拳法杀死目标时，以目标的20%生命值造成全屏伤害（上限100000+我方生命*50%）;蓝
1179;普度众生2级;所有拳法杀死目标时，以目标的30%生命值造成全屏伤害（上限200000+我方生命*50%）;紫
1180;普度众生3级;所有拳法杀死目标时，以目标的40%生命值造成全屏伤害（上限500000+我方生命*50%）;橙
1181;普度众生4级;所有拳法杀死目标时，以目标的60%生命值造成全屏伤害（上限1000000+我方生命*60%）;金
1182;普度众生5级;所有拳法杀死目标时，以目标的100%生命值造成全屏伤害（上限2000000+我方生命*70%）;暗金
1183;龙面玉牌;提高你对奇门武学5%的破招率;金
1184;玉笛;悟性+30;紫
1185;金笔;《无相神功》攻击时，附基础伤害+10%;紫
1186;任窈窈的斗笠+5;《幻月腿法》攻击时，附基础伤害+5%;紫
1187;傻姑的铁叉;《鸳鸯腿》攻击时，附加1000点伤害;紫
1188;夏云的剑+5;《五神剑法》威力百分比+10%;紫
1189;孤高绝义;《金顶穿花剑》威力百分比+10%;紫
1190;孤高绝义+5;暴击伤害倍数+10%;紫
1191;铁手蒲扇;《玄机弹指》威力百分比+10%;紫
1192;翡翠尾戒;《毒蒺藜》攻击时，附加1500点伤害;紫
1193;诸子百家;提高你对拳掌武学1000的破招值;紫
1194;宇文珂的面具;提高你对内功武学5%的破招率;金
1195;祝融宝甲;自身有中毒状态时，受到所有武学基础伤害-10%;金
1196;缠手玛瑙手串;《八卦掌》威力百分比+10%;橙
1197;西湖烟雨裳;战斗中受到首次拳掌武学基础伤害-20%;金
1198;阴阳双绝刀+5;攻击异性敌人，附加破甲+15;金
1199;大理玉玺;受到致命伤害能保留1点生命（一场战斗只能触发一次）;紫
1200;素女剑;《百花剑法》威力百分比+10%;橙
1201;独孤清扬的快剑;剑法精通+10%;橙
1202;独孤清扬的快剑+10;无招胜有招1级：所有随机多次武学可攻击单体目标，后续伤害为上一次伤害的60%（初始值为50%，最高提升至5级）;橙
1203;铸剑山庄破剑;《纯钧剑法》攻击时，附基础伤害+10%;橙
1204;沉香珠链;《北冥鲲吞功》威力百分比+10%;橙
1205;霜家金丝服;五岳宗武学威力百分比+10%;橙
1206;素女剑+5;《百花剑法》多段攻击次数+1;橙
1207;丘筑基的道袍+5;回合开始时，恢复3%的真气;橙
1208;舵主令+5;使自身召唤出来的弟子等级+1;紫
1209;素布阴阳道鞋;战斗中受到首次内功武学基础伤害-15%;金
1210;岳岱滢的绿衫;战斗中受到首次剑法武学基础伤害-15%;金
1211;正品耐磨鞋;战斗中受到首次腿法武学基础伤害-15%;金
1212;兽头皮靴;自身有铸剑蓄力状态时，闪避率+5%;暗金
1213;铸剑帝君袍;自身有铸剑蓄力状态时，受到基础伤害-10%;暗金
1214;黄金重甲;30%几率免受吸附、击退效果;橙
1215;牛皮防水鞋;角色行动移动格子数+1;橙
1216;鸳鸯刀;敌人每多一种基础负面状态，造成基础伤害+3%;橙
1217;金刚圈;所有拳掌武学忽视防御率+10%;橙
1218;少林方丈金棍;所有奇门武学忽视防御率+10%;橙
1219;金丝大环刀;所有刀法武学忽视防御率+10%;橙
1220;玄铁匕首;所有剑法武学忽视防御率+10%;橙
1221;神木棍+10;暗中偷袭1级：所有武学对中毒状态的敌人造成基础伤害+3%（可叠加至5级）;紫
1222;玲珑风牙刀+5;所有攻击附加减速+15;紫
1223;水烟扇+5;暴击时，对敌人附加内伤+25;紫
1224;璇光杖+5;暴击时，对敌人附加减速+20;紫
1225;玄女针+5;暴击时，对敌人附加破甲+15;紫
1226;屠牛刀+5;攻击时如目标身上没有残废状态，附加残废+25;暗金
1227;绣花针匣+5;攻击时如目标身上没有破甲状态，附加破甲+20;暗金
1228;紫金软剑;攻击附加破甲+10，如自身攻击大于敌方攻击，额外附加破甲+10（只在自身攻击回合触发，每个回合最多触发一次效果）;暗金
1229;碧波香雾刀;攻击附加中毒+10，如自身攻击大于敌方攻击，额外附加中毒+10（只在自身攻击回合触发，每个回合最多触发一次效果）;暗金
1230;南诏国仪刀;攻击后对敌方附加中毒+20，自身附加中毒+10（自身回合内生效，一回合最多生效一次）;暗金
1231;薛家画戟+5;攻击后对敌方和自身同时附加减速+20（自身回合内生效，一回合最多生效一次）;暗金
1232;金丝袈裟;受击时，攻击者的忽视防御率计算时-20%;暗金
1233;观音玉牌;受击时，攻击者的忽视防御率计算时-20%;暗金
1234;刺猬拳套;使用拳掌武学后，对周围3*3敌人施放一次破甲+20（一回合仅限一次）;金
1235;绝情刀+5;使用刀法武学后，对周围3*3敌人施放流血+20（一回合仅限一次）;金
1236;百花乱拳1级;拳掌武学攻击单体目标时，20%几率对其周围敌人进行额外攻击（每回合限一次）;蓝
1237;百花乱拳2级;拳掌武学攻击单体目标时，30%几率对其周围敌人进行额外攻击（每回合限一次）;紫
1238;百花乱拳3级;拳掌武学攻击单体目标时，40%几率对其周围敌人进行额外攻击（每回合限两次）;橙
1239;百花乱拳4级;拳掌武学攻击单体目标时，50%几率对其周围敌人进行额外攻击（每回合限两次）;金
1240;百花乱拳5级;拳掌武学攻击单体目标时，60%几率对其周围敌人进行额外攻击（每回合限两次）;暗金
1241;百里挑一1级;使用腿法武学攻击目标时，20%几率对其中一个敌人额外进行一次攻击（每回合最多追加1次）;蓝
1242;百里挑一2级;使用腿法武学攻击目标时，30%几率对其中一个敌人额外进行一次攻击（每回合最多追加1次）;紫
1243;百里挑一3级;使用腿法武学攻击目标时，40%几率对其中一个敌人额外进行一次攻击（每回合最多追加2次）;橙
1244;百里挑一4级;使用腿法武学攻击目标时，50%几率对其中一个敌人额外进行一次攻击（每回合最多追加2次）;金
1245;百里挑一5级;使用腿法武学攻击目标时，60%几率对其中一个敌人额外进行一次攻击（每回合最多追加2次）;暗金
1246;醉逍遥1级;所有多段攻击武学逐次威力+1%（最高提升至100%）;蓝
1247;醉逍遥2级;所有多段攻击武学逐次威力+2%（最高提升至120%）;紫
1248;醉逍遥3级;所有多段攻击武学逐次威力+3%（最高提升至140%）;橙
1249;醉逍遥4级;所有多段攻击武学逐次威力+4%（最高提升至160%）;金
1250;醉逍遥5级;所有多段攻击武学逐次威力+5%（最高提升至200%）;暗金
1251;赤焰鞋;使用轻功后，恢复自身2000点真气;橙
1252;傀儡美人;自身召唤的唐门傀儡等级+1;橙
1253;千机檀木盒;暗器类武学攻击时，基础伤害+10%;紫
1254;花开花落花归尘;攻击时附加中毒+30，但只对身上没有中毒的敌人有效;暗金
1255;锥心透骨1级;暗器武学暴击时，20%几率追加一次穿心透骨（每回合最多追加1次）;蓝
1256;锥心透骨2级;暗器武学暴击时，30%几率追加一次穿心透骨（每回合最多追加1次）;紫
1257;锥心透骨3级;暗器武学暴击时，30%几率追加一次穿心透骨（每回合最多追加2次）;橙
1258;锥心透骨4级;暗器武学暴击时，40%几率追加一次穿心透骨（每回合最多追加2次）;金
1259;锥心透骨5级;暗器武学暴击时，50%几率追加一次穿心透骨（每回合最多追加3次）;暗金
1260;穷击猛打1级;所有武学对减速目标基础伤害+3%;蓝
1261;穷击猛打2级;所有武学对减速目标基础伤害+5%;紫
1262;穷击猛打3级;所有武学对减速目标基础伤害+8%;橙
1263;穷击猛打4级;所有武学对减速目标基础伤害+12%;金
1264;穷击猛打5级;所有武学对减速目标基础伤害+18%;暗金
1265;穿针引线1级;暗器武学造成伤害后附加漫天花雨"状态，状态可叠加5层，每层使其受到暗器招式攻击时基础伤害+3%";蓝
1266;穿针引线2级;暗器武学造成伤害后附加漫天花雨"状态，状态可叠加6层，每层使其受到暗器招式攻击时基础伤害+5%";紫
1267;穿针引线3级;暗器武学造成伤害后附加漫天花雨"状态，状态可叠加7层，每层使其受到暗器招式攻击时基础伤害+8%";橙
1268;穿针引线4级;暗器武学造成伤害后附加漫天花雨"状态，状态可叠加8层，每层使其受到暗器招式攻击时基础伤害+12%";金
1269;穿针引线5级;暗器武学造成伤害后附加漫天花雨"状态，状态可叠加9层，每层使其受到暗器招式攻击时基础伤害+18%";暗金
1270;阴人1级;内力阴性+10，使用阴性武学（武学只有阴性系数）时基础伤害+10%;蓝
1271;阴人2级;内力阴性+13，使用阴性武学（武学只有阴性系数）时基础伤害+12%;紫
1272;阴人3级;内力阴性+18，使用阴性武学（武学只有阴性系数）时基础伤害+15%;橙
1273;阴人4级;内力阴性+25，使用阴性武学（武学只有阴性系数）时基础伤害+19%;金
1274;阴人5级;内力阴性+40，使用阴性武学（武学只有阴性系数）时基础伤害+25%;暗金
1275;神笔;战斗产出角色经验+25%（不可叠加生效）;紫
1276;群侠传;战斗产出武学经验+50%（不可叠加生效）;金
1277;行商;持有者神秘商店每月可以多刷新出一件武器、防具、秘籍。;紫
1278;亮银盘龙棍;《托镖长戟》威力百分比+10%;橙
1279;柳彩虹+5;所有攻击附加攻击*10%点伤害;橙
1280;观天镜+5;每次行动间隔间，受到5次伤害后，恢复20%生命（回复上限50W+生命值*40%）（每回合生效一次）;橙
1281;铸剑钢绒拳套;《斩铁断刚刀法》等级上限+1;橙
1282;铸剑火炉;自身有拥有铸剑蓄力状态时，吸血率提升10%;金
1283;铸剑火布靴;自身有拥有铸剑蓄力状态时，破招率提升5%;金
1284;致命追击1级;每击败一个敌人，行动条前进20%（每回合最多额外前进100%）;蓝
1285;致命追击2级;每击败一个敌人，行动条前进40%（每回合最多额外前进100%）;紫
1286;致命追击3级;每击败一个敌人，行动条前进60%（每回合最多额外前进100%）;橙
1287;致命追击4级;每击败一个敌人，行动条前进80%（每回合最多额外前进100%）;金
1288;致命追击5级;每击败一个敌人，行动条前进100%（每回合最多额外前进100%）;暗金
1289;胜友如云;队友人数少于10个时，从第二回合开始，每回合随机龙门镖局镖师增援（每场战斗至多生效3次）;暗金
1290;九转十回刃;攻击时附加中毒+10，但只对身上没有中毒的敌人有效;橙
1291;韦陀一笑;回合开始时，如有中毒状态，则恢复10%生命值;橙
1292;潇潇一意+5;自身召唤的傀儡等级+1;橙
1293;潇潇一意;《天府操傀诀》等级上限+1;暗金
1294;剑神;无招胜有招1级：所有随机多次武学可攻击单体目标，后续伤害为上一次伤害的60%（初始值为50%，最高提升至5级）;橙
1295;破锋八刀;唐门刀法武学威力+10%;金
1296;暴虎冯河;唐门暗器武学暴击伤害倍数+10%;橙
1297;无常索命;使用《追魂夺命帖》攻击附加中毒+10;紫
1298;欲速反迟;使用刀法武学攻击时附加减速+10;金
1299;执锐披坚;使用暗器武学攻击时自身获得坚韧+10;金
1300;大马金刀;使用刀法武学攻击后自身攻击+200，可叠加3次;蓝
1301;劲骨丰肌;使用暗器武学攻击后自身攻击+200，可叠加3次;蓝
1302;千机百变;唐门武学等级上限+1;暗金
1303;扼喉抚背;唐门暗器武学背击基础伤害+5%;橙
1304;儡身再衍;唐门武学召唤的傀儡等级上限+1;橙
1305;操傀有道;唐门武学召唤的傀儡攻击时额外获得暗器精通*10的攻击力;金
1306;乘胜而击;暗中偷袭1级：所有武学对中毒状态的敌人造成基础伤害+3%（可叠加至5级）;暗金
1307;真气外放1级;所有额外消耗真气附加伤害效果，提升为每消耗10点真气附加4点伤害;蓝
1308;真气外放2级;所有额外消耗真气附加伤害效果，提升为每消耗10点真气附加5点伤害;紫
1309;真气外放3级;所有额外消耗真气附加伤害效果，提升为每消耗10点真气附加6点伤害;橙
1310;真气外放4级;所有额外消耗真气附加伤害效果，提升为每消耗10点真气附加7点伤害;金
1311;真气外放5级;所有额外消耗真气附加伤害效果，提升为每消耗10点真气附加8点伤害;暗金
1312;强化流血1级;使每层流血的效果提升至减少敌方100点血量（敌方受到流血效果取我方等级最高的效果）;蓝
1313;强化流血2级;使每层流血的效果提升至减少敌方200血量（敌方受到流血效果取我方等级最高的效果）;紫
1314;强化流血3级;使每层流血的效果提升至减少敌方400点血量（敌方受到流血效果取我方等级最高的效果）;橙
1315;强化流血4级;使每层流血的效果提升至1000点血量（敌方受到流血效果取我方等级最高的效果）;金
